test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
AI118078	AI118078	AI118078	chr9:55174755-55286151	SVZ_IZ	VZ	OK	0.82213	0.355529	-1.2094	2.38611	0.0170276	0.0364935	yes
3110035E14Rik	3110035E14Rik	3110035E14Rik	chr1:9538126-9621173	SVZ_IZ	VZ	OK	10.5835	4.57936	-1.2086	5.33928	9.33E-08	4.76E-07	yes
C1qtnf4	C1qtnf4	C1qtnf4	chr2:90725942-90730683	SVZ_IZ	VZ	OK	16.3919	7.09945	-1.2072	4.6686	3.03E-06	1.29E-05	yes
Erc2	Erc2	Erc2	chr14:28435627-29291723	SVZ_IZ	VZ	OK	8.17307	3.53982	-1.2072	5.89103	3.84E-09	2.26E-08	yes
Lrrc9	Lrrc9	Lrrc9	chr12:73542852-73611552	SVZ_IZ	VZ	OK	0.504887	0.218767	-1.20656	2.9951	0.00274351	0.007137	yes
Kcnj3	Kcnj3	Kcnj3	chr2:55289566-55447936	SVZ_IZ	VZ	OK	2.26238	0.982233	-1.2037	2.88939	0.0038599	0.00971878	yes
Abr	Abr	Abr	chr11:76230235-76391229	SVZ_IZ	VZ	OK	27.4256	11.9123	-1.20308	11.0385	0	0	yes
Ppfia3	Ppfia3	Ppfia3	chr7:52594495-52625934	SVZ_IZ	VZ	OK	10.7042	4.65102	-1.20256	5.91505	3.32E-09	1.96E-08	yes
Basp1	Basp1	Basp1	chr15:25293031-25343519	SVZ_IZ	VZ	OK	769.597	334.483	-1.20217	7.14708	8.86E-13	7.02E-12	yes
Myc	Myc	Myc	chr15:61816895-61821916	SVZ_IZ	VZ	OK	7.29298	3.17	-1.20203	5.38897	7.09E-08	3.66E-07	yes
Lmtk3	Lmtk3	Lmtk3	chr7:53039316-53059500	SVZ_IZ	VZ	OK	20.0035	8.69564	-1.20189	6.67864	2.41E-11	1.72E-10	yes
Pcp4	Pcp4	Pcp4	chr16:96689212-96747400	SVZ_IZ	VZ	OK	110.58	48.1163	-1.20049	5.78124	7.42E-09	4.24E-08	yes
Kcnq4	Kcnq4	Kcnq4	chr4:120370077-120419781	SVZ_IZ	VZ	OK	1.67806	0.73037	-1.20009	3.02475	0.00248837	0.00652751	yes
Chst1	Chst1	Chst1	chr2:92439863-92455409	SVZ_IZ	VZ	OK	6.35729	2.76747	-1.19984	4.44295	8.87E-06	3.55E-05	yes
Elavl3	Elavl3	Elavl3	chr9:21819448-21856467	SVZ_IZ	VZ	OK	121.39	52.8871	-1.19866	7.62008	2.53E-14	2.23E-13	yes
Chga	Chga	Chga	chr12:103793178-103803237	SVZ_IZ	VZ	OK	72.2955	31.5057	-1.19829	6.8503	7.37E-12	5.46E-11	yes
Pou3f1	Pou3f1	Pou3f1	chr4:124334888-124337899	SVZ_IZ	VZ	OK	41.3707	18.0485	-1.19673	6.8799	5.99E-12	4.47E-11	yes
Chd5	Chd5	Chd5	chr4:151712759-151764303	SVZ_IZ	VZ	OK	3.21011	1.40129	-1.19586	6.37555	1.82E-10	1.21E-09	yes
Cnst	Cnst	Cnst	chr1:181476659-181557604	SVZ_IZ	VZ	OK	21.5587	9.41129	-1.1958	6.67268	2.51E-11	1.79E-10	yes
Tmem178b	Tmem178b	Tmem178b	chr6:40060251-40198352	SVZ_IZ	VZ	OK	1.86465	0.814107	-1.19561	3.29971	0.000967835	0.00276516	yes
Gng2	Gng2	Gng2	chr14:20691780-20796471	SVZ_IZ	VZ	OK	130.666	57.1778	-1.19236	7.99352	1.33E-15	1.27E-14	yes
Flrt2	Flrt2	Flrt2	chr12:96930435-97023423	SVZ_IZ	VZ	OK	8.33712	3.65061	-1.19141	6.03202	1.62E-09	9.85E-09	yes
Sobp	Sobp	Sobp	chr10:42722305-42894336	SVZ_IZ	VZ	OK	13.0692	5.73954	-1.18716	6.14214	8.14E-10	5.11E-09	yes
Zswim6	Zswim6	Zswim6	chr13:108514696-108680258	SVZ_IZ	VZ	OK	10.4353	4.58399	-1.1868	5.94306	2.80E-09	1.67E-08	yes
Stk32a	Stk32a	Stk32a	chr18:43367350-43477135	SVZ_IZ	VZ	OK	1.47186	0.646813	-1.18622	3.2616	0.00110785	0.0031275	yes
Prkaa2	Prkaa2	Prkaa2	chr4:104702254-104782503	SVZ_IZ	VZ	OK	3.54092	1.55816	-1.18428	5.10615	3.29E-07	1.58E-06	yes
Pqlc1	Pqlc1	Pqlc1	chr18:80451983-80489463	SVZ_IZ	VZ	OK	7.88716	3.472	-1.18374	6.64492	3.03E-11	2.15E-10	yes
Plk2	Plk2	Plk2	chr13:111185251-111191051	SVZ_IZ	VZ	OK	11.6529	5.13413	-1.1825	5.18263	2.19E-07	1.07E-06	yes
Zfp352	Zfp352	Zfp352	chr4:89885510-89892378	SVZ_IZ	VZ	OK	1.34661	0.593464	-1.1821	2.67798	0.00740677	0.0174728	yes
Nrp2	Nrp2	Nrp2	chr1:62749890-62865266	SVZ_IZ	VZ	OK	10.9882	4.84851	-1.18034	10.1609	0	0	yes
Kcnu1	Kcnu1	Kcnu1	chr8:26960094-27048406	SVZ_IZ	VZ	OK	0.536105	0.236566	-1.18027	2.34249	0.0191554	0.0404951	yes
Mapk8	Mapk8	Mapk8	chr14:34191083-34260344	SVZ_IZ	VZ	OK	34.3559	15.1705	-1.17929	7.23468	4.67E-13	3.76E-12	yes
Tuba4a	Tuba4a	Tuba4a	chr1:75207403-75215828	SVZ_IZ	VZ	OK	13.1655	5.8146	-1.17901	4.85455	1.21E-06	5.40E-06	yes
Aldh1l2	Aldh1l2	Aldh1l2	chr10:82950191-82996885	SVZ_IZ	VZ	OK	6.70547	2.96178	-1.17888	5.47644	4.34E-08	2.30E-07	yes
Serp2	Serp2	Serp2	chr14:76932618-76956696	SVZ_IZ	VZ	OK	49.6737	21.9584	-1.17771	5.91158	3.39E-09	2.00E-08	yes
Epha3	Epha3	Epha3	chr16:63545043-63863983	SVZ_IZ	VZ	OK	42.774	18.9134	-1.17733	7.11028	1.16E-12	9.09E-12	yes
D430019H16Rik	D430019H16Rik	D430019H16Rik	chr12:106692065-106731305	SVZ_IZ	VZ	OK	56.4752	24.9769	-1.17702	7.46449	8.37E-14	7.08E-13	yes
Tnfaip3	Tnfaip3	Tnfaip3	chr10:18720716-18735216	SVZ_IZ	VZ	OK	1.32585	0.58638	-1.17701	4.66886	3.03E-06	1.29E-05	yes
Id2	Id2	Id2	chr12:25778663-25780957	SVZ_IZ	VZ	OK	173.036	76.578	-1.17607	7.16879	7.57E-13	6.02E-12	yes
Elmo1	Elmo1	Elmo1	chr13:20182375-20700222	SVZ_IZ	VZ	OK	7.81208	3.45745	-1.176	5.60656	2.06E-08	1.13E-07	yes
Oprl1	Oprl1	Oprl1	chr2:181449720-181455690	SVZ_IZ	VZ	OK	8.01737	3.55944	-1.17148	6.6328	3.29E-11	2.33E-10	yes
1700102P08Rik	1700102P08Rik	1700102P08Rik	chr9:108295164-108300098	SVZ_IZ	VZ	OK	2.04714	0.909362	-1.17068	2.34562	0.0189953	0.0401871	yes
Gad1	Gad1	Gad1	chr2:70327996-70440069	SVZ_IZ	VZ	OK	4.57333	2.03194	-1.17039	4.18349	2.87E-05	0.000106874	yes
Gm10408	Gm10408	Gm10408	chr14:6653690-7119724	SVZ_IZ	VZ	OK	6.46305	2.87157	-1.17038	4.72245	2.33E-06	1.01E-05	yes
2900011O08Rik	2900011O08Rik	2900011O08Rik	chr16:13981794-14101587	SVZ_IZ	VZ	OK	27.905	12.3987	-1.17034	5.98256	2.20E-09	1.32E-08	yes
Phactr1	Phactr1	Phactr1	chr13:42775991-43233881	SVZ_IZ	VZ	OK	18.2769	8.12244	-1.17004	14.9661	0	0	yes
Scrt2	Scrt2	Scrt2	chr2:151907264-151921538	SVZ_IZ	VZ	OK	129.404	57.529	-1.16952	7.44471	9.73E-14	8.19E-13	yes
Ccdc129	Ccdc129	Ccdc129	chr6:55787011-55928592	SVZ_IZ	VZ	OK	3.40927	1.5178	-1.16748	3.8771	0.000105711	0.000359507	yes
Erbb4	Erbb4	Erbb4	chr1:68086539-69154633	SVZ_IZ	VZ	OK	0.609863	0.27153	-1.16737	2.57061	0.010152	0.0231246	yes
Dclk1	Dclk1	Dclk1	chr3:55046447-55342990	SVZ_IZ	VZ	OK	40.5267	18.0459	-1.1672	28.5048	0	0	yes
Gmpr	Gmpr	Gmpr	chr13:45602837-45641750	SVZ_IZ	VZ	OK	6.03416	2.69207	-1.16444	3.62036	0.000294196	0.000927722	yes
Ss18l1	Ss18l1	Ss18l1	chr2:179777187-179804906	SVZ_IZ	VZ	OK	24.7866	11.0663	-1.16338	6.61002	3.84E-11	2.70E-10	yes
Orai2	Orai2	Orai2	chr5:136623331-136646526	SVZ_IZ	VZ	OK	11.3241	5.05703	-1.16304	5.50325	3.73E-08	1.99E-07	yes
Gpc2	Gpc2	Gpc2	chr5:138714887-138721165	SVZ_IZ	VZ	OK	142.999	63.8635	-1.16294	7.34609	2.04E-13	1.68E-12	yes
Rnf150	Rnf150	Rnf150	chr8:85387254-85615170	SVZ_IZ	VZ	OK	2.06993	0.924623	-1.16265	4.57528	4.76E-06	1.97E-05	yes
Tmem151b	Tmem151b	Tmem151b	chr17:45660382-45686626	SVZ_IZ	VZ	OK	40.6597	18.1713	-1.16194	7.10769	1.18E-12	9.26E-12	yes
Elfn2	Elfn2	Elfn2	chr15:78500436-78548543	SVZ_IZ	VZ	OK	0.876948	0.392323	-1.16045	2.98796	0.00280849	0.00729204	yes
Rab33a	Rab33a	Rab33a	chrX:45872646-45883409	SVZ_IZ	VZ	OK	45.3168	20.2944	-1.15896	5.23665	1.64E-07	8.13E-07	yes
Sh2d4b	Sh2d4b	Sh2d4b	chr14:41629156-41706254	SVZ_IZ	VZ	OK	1.56297	0.700903	-1.15701	2.26532	0.023493	0.0483993	yes
Kcnh3	Kcnh3	Kcnh3	chr15:99055406-99092472	SVZ_IZ	VZ	OK	1.77541	0.796204	-1.15695	3.32982	0.000869035	0.0025092	yes
Ier3	Ier3	Ier3	chr17:35958657-35959856	SVZ_IZ	VZ	OK	2.68286	1.20322	-1.15687	2.53193	0.0113435	0.0255254	yes
Itgb4	Itgb4	Itgb4	chr11:115836038-115874033	SVZ_IZ	VZ	OK	0.318591	0.142891	-1.15679	2.34113	0.0192256	0.0406252	yes
Kcnh2	Kcnh2	Kcnh2	chr5:23825406-23857422	SVZ_IZ	VZ	OK	2.19844	0.986092	-1.15669	3.69476	0.000220096	0.000709956	yes
Dlgap2	Dlgap2	Dlgap2	chr8:14095874-14847686	SVZ_IZ	VZ	OK	0.490162	0.21999	-1.15582	2.4094	0.0159789	0.034511	yes
Dlx2	Dlx2	Dlx2	chr2:71381464-71384811	SVZ_IZ	VZ	OK	13.5913	6.10471	-1.15468	5.05342	4.34E-07	2.05E-06	yes
Gmip	Gmip	Gmip	chr8:72332585-72345769	SVZ_IZ	VZ	OK	18.2365	8.20073	-1.153	6.074	1.25E-09	7.69E-09	yes
Ppp1r14a	Ppp1r14a	Ppp1r14a	chr7:30074338-30078409	SVZ_IZ	VZ	OK	39.1152	17.5999	-1.15216	4.04343	5.27E-05	0.000187911	yes
Cadps	Cadps	Cadps	chr14:13205076-13655593	SVZ_IZ	VZ	OK	23.6775	10.6666	-1.15042	7.09565	1.29E-12	1.01E-11	yes
Syt6	Syt6	Syt6	chr3:103379204-103449490	SVZ_IZ	VZ	OK	2.8163	1.27031	-1.14862	5.44053	5.31E-08	2.79E-07	yes
Kcnc1	Kcnc1	Kcnc1	chr7:53651837-53694074	SVZ_IZ	VZ	OK	4.01284	1.81028	-1.14841	5.7703	7.91E-09	4.51E-08	yes
Nav1	Nav1	Nav1	chr1:137331156-137481932	SVZ_IZ	VZ	OK	19.8233	8.94281	-1.1484	7.22459	5.03E-13	4.05E-12	yes
Rgs17	Rgs17	Rgs17	chr10:4424140-4520877	SVZ_IZ	VZ	OK	0.88064	0.398285	-1.14475	3.59705	0.00032185	0.001006	yes
Kctd13	Kctd13	Kctd13	chr7:134072392-134089123	SVZ_IZ	VZ	OK	40.8134	18.4709	-1.14378	5.8501	4.91E-09	2.86E-08	yes
Cacna2d1	Cacna2d1	Cacna2d1	chr5:15440508-15880329	SVZ_IZ	VZ	OK	14.1113	6.38672	-1.14371	12.1244	0	0	yes
Ppm1e	Ppm1e	Ppm1e	chr11:87040407-87172496	SVZ_IZ	VZ	OK	24.5246	11.1033	-1.14324	6.86153	6.81E-12	5.06E-11	yes
Atp8a2	Atp8a2	Atp8a2	chr14:60266577-60705671	SVZ_IZ	VZ	OK	1.99348	0.904617	-1.13991	3.41807	0.00063068	0.00187042	yes
Tagln3	Tagln3	Tagln3	chr16:45711342-45724644	SVZ_IZ	VZ	OK	473.582	215.121	-1.13847	7.11743	1.10E-12	8.65E-12	yes
Nsg1	Nsg1	Nsg1	chr5:38528431-38550706	SVZ_IZ	VZ	OK	215.234	97.8479	-1.1373	7.2306	4.81E-13	3.87E-12	yes
Phactr3	Phactr3	Phactr3	chr2:177853679-178073197	SVZ_IZ	VZ	OK	13.9045	6.32554	-1.13629	6.58921	4.42E-11	3.10E-10	yes
Bdh1	Bdh1	Bdh1	chr16:31422382-31458987	SVZ_IZ	VZ	OK	59.7913	27.2048	-1.13607	6.89876	5.25E-12	3.93E-11	yes
Acap3	Acap3	Acap3	chr4:155265983-155281360	SVZ_IZ	VZ	OK	22.9991	10.4646	-1.13606	6.36567	1.94E-10	1.29E-09	yes
Prex1	Prex1	Prex1	chr2:166391844-166539332	SVZ_IZ	VZ	OK	51.2657	23.3594	-1.13399	7.22231	5.11E-13	4.11E-12	yes
Mpped1	Mpped1	Mpped1	chr15:83610452-83688904	SVZ_IZ	VZ	OK	192.247	87.8687	-1.12954	7.14503	9.00E-13	7.12E-12	yes
Ank1	Ank1	Ank1	chr8:24085353-24260968	SVZ_IZ	VZ	OK	0.67434	0.308338	-1.12896	3.14531	0.0016591	0.00451507	yes
Nsg2	Nsg2	Nsg2	chr11:31900458-31959202	SVZ_IZ	VZ	OK	628.926	287.983	-1.12691	6.65397	2.85E-11	2.03E-10	yes
BC005764	BC005764	BC005764	chr10:79314121-79337379	SVZ_IZ	VZ	OK	100.267	45.9994	-1.12416	12.1264	0	0	yes
Cables1	Cables1	Cables1	chr18:11979596-12104136	SVZ_IZ	VZ	OK	2.79596	1.28341	-1.12336	5.67242	1.41E-08	7.84E-08	yes
4931428F04Rik	4931428F04Rik	4931428F04Rik	chr8:107800346-107813428	SVZ_IZ	VZ	OK	31.2769	14.3603	-1.12301	15.8054	0	0	yes
Fbxo41	Fbxo41	Fbxo41	chr6:85419571-85452880	SVZ_IZ	VZ	OK	2.20603	1.014	-1.12139	4.06211	4.86E-05	0.000174693	yes
Drp2	Drp2	Drp2	chrX:130939318-130991112	SVZ_IZ	VZ	OK	3.64081	1.67388	-1.12107	4.69229	2.70E-06	1.16E-05	yes
Sema4g	Sema4g	Sema4g	chr19:45063833-45077885	SVZ_IZ	VZ	OK	17.7918	8.18988	-1.1193	6.00299	1.94E-09	1.17E-08	yes
Dixdc1	Dixdc1	Dixdc1	chr9:50470857-50536089	SVZ_IZ	VZ	OK	8.28579	3.82372	-1.11566	5.41467	6.14E-08	3.20E-07	yes
Rnd2	Rnd2	Rnd2	chr11:101329651-101332620	SVZ_IZ	VZ	OK	616.314	284.521	-1.11513	6.97244	3.11E-12	2.38E-11	yes
Camkk1	Camkk1	Camkk1	chr11:72832509-72855567	SVZ_IZ	VZ	OK	3.62039	1.67205	-1.11453	3.85834	0.00011416	0.000386176	yes
Pnma2	Pnma2	Pnma2	chr14:67530044-67538898	SVZ_IZ	VZ	OK	2.60913	1.20566	-1.11374	3.81009	0.000138918	0.000463648	yes
Camk1g	Camk1g	Camk1g	chr1:195172539-195196476	SVZ_IZ	VZ	OK	5.29862	2.45327	-1.11091	3.85611	0.000115206	0.000389525	yes
Napb	Napb	Napb	chr2:148520392-148558156	SVZ_IZ	VZ	OK	8.73651	4.04513	-1.11087	4.89806	9.68E-07	4.39E-06	yes
Sox5	Sox5	Sox5	chr6:143776944-144158088	SVZ_IZ	VZ	OK	26.0646	12.0815	-1.10929	11.0492	0	0	yes
Bend6	Bend6	Bend6	chr1:33908896-33964466	SVZ_IZ	VZ	OK	3.66183	1.69789	-1.10882	3.4101	0.000649398	0.00192199	yes
Coro1a	Coro1a	Coro1a	chr7:133843287-133848268	SVZ_IZ	VZ	OK	26.9488	12.5094	-1.10721	5.13054	2.89E-07	1.39E-06	yes
Vat1	Vat1	Vat1	chr11:101320061-101327513	SVZ_IZ	VZ	OK	83.1968	38.6444	-1.10627	6.79356	1.09E-11	8.02E-11	yes
Npy	Npy	Npy	chr6:49772727-49779504	SVZ_IZ	VZ	OK	10.1689	4.72493	-1.10579	2.72305	0.00646829	0.0154641	yes
Ralyl	Ralyl	Ralyl	chr3:13471654-14182287	SVZ_IZ	VZ	OK	10.1476	4.72295	-1.10337	5.11502	3.14E-07	1.51E-06	yes
Enox1	Enox1	Enox1	chr14:77556569-78121570	SVZ_IZ	VZ	OK	13.8688	6.46418	-1.10131	6.24076	4.35E-10	2.81E-09	yes
Srsf12	Srsf12	Srsf12	chr4:33295965-33320315	SVZ_IZ	VZ	OK	2.83786	1.32601	-1.09772	3.40137	0.000670482	0.00197964	yes
Gcnt2	Gcnt2	Gcnt2	chr13:40955136-41056261	SVZ_IZ	VZ	OK	3.27392	1.53019	-1.09731	5.1433	2.70E-07	1.31E-06	yes
Stx1a	Stx1a	Stx1a	chr5:135499441-135526969	SVZ_IZ	VZ	OK	11.0373	5.15981	-1.097	4.3771	1.20E-05	4.74E-05	yes
Ppapdc3	Ppapdc3	Ppapdc3	chr2:31951170-31966340	SVZ_IZ	VZ	OK	2.62934	1.2301	-1.09593	2.87322	0.00406308	0.0101857	yes
Cacnb1	Cacnb1	Cacnb1	chr11:97864214-97883941	SVZ_IZ	VZ	OK	13.8558	6.48307	-1.09574	5.24907	1.53E-07	7.62E-07	yes
Plxna2	Plxna2	Plxna2	chr1:196446022-196643062	SVZ_IZ	VZ	OK	58.4719	27.3674	-1.09528	6.96454	3.29E-12	2.51E-11	yes
Zfp57	Zfp57	Zfp57	chr17:37138107-37147674	SVZ_IZ	VZ	OK	76.5963	35.8921	-1.09361	23.6175	0	0	yes
Pcolce	Pcolce	Pcolce	chr5:138046334-138052632	SVZ_IZ	VZ	OK	1.53143	0.717821	-1.09318	2.25611	0.0240638	0.049427	yes
Aox4	Aox4	Aox4	chr1:58267240-58325440	SVZ_IZ	VZ	OK	1.0613	0.497596	-1.09279	3.01397	0.00257857	0.00674027	yes
Zfp697	Zfp697	Zfp697	chr3:98186403-98235872	SVZ_IZ	VZ	OK	5.31469	2.49323	-1.09197	4.67297	2.97E-06	1.26E-05	yes
Gng3	Gng3	Gng3	chr19:8911418-8923173	SVZ_IZ	VZ	OK	94.6257	44.4016	-1.09162	6.49244	8.45E-11	5.78E-10	yes
Cacna2d3	Cacna2d3	Cacna2d3	chr14:29718128-30535050	SVZ_IZ	VZ	OK	0.816743	0.383287	-1.09146	2.55137	0.0107299	0.0242918	yes
Gdap1	Gdap1	Gdap1	chr1:17135453-17154351	SVZ_IZ	VZ	OK	19.0049	8.92265	-1.09083	5.82679	5.65E-09	3.27E-08	yes
Gabra2	Gabra2	Gabra2	chr5:71352295-71487088	SVZ_IZ	VZ	OK	2.02444	0.951237	-1.08964	2.81017	0.00495149	0.0121732	yes
Nyap1	Nyap1	Nyap1	chr5:138172190-138181226	SVZ_IZ	VZ	OK	46.0208	21.632	-1.08912	6.54073	6.12E-11	4.24E-10	yes
Camk2b	Camk2b	Camk2b	chr11:5869668-5965751	SVZ_IZ	VZ	OK	4.14038	1.94684	-1.08863	7.09703	1.27E-12	9.98E-12	yes
Rtn1	Rtn1	Rtn1	chr12:73312738-73509926	SVZ_IZ	VZ	OK	371.886	174.898	-1.08835	7.20554	5.78E-13	4.64E-12	yes
Rgmb	Rgmb	Rgmb	chr17:15943216-15963550	SVZ_IZ	VZ	OK	20.812	9.79081	-1.08791	5.39954	6.68E-08	3.47E-07	yes
Pacsin1	Pacsin1	Pacsin1	chr17:27792626-27848051	SVZ_IZ	VZ	OK	1.64767	0.777024	-1.08439	3.38741	0.000705554	0.0020727	yes
Gm15800	Gm15800	Gm15800	chr5:121670227-121818586	SVZ_IZ	VZ	OK	11.6085	5.47956	-1.08304	6.63263	3.30E-11	2.33E-10	yes
Cacna1e	Cacna1e	Cacna1e	chr1:156239648-156573050	SVZ_IZ	VZ	OK	0.404958	0.191179	-1.08284	2.97865	0.0028952	0.00749583	yes
Trp53inp2	Trp53inp2	Trp53inp2	chr2:155207591-155215583	SVZ_IZ	VZ	OK	67.0184	31.6651	-1.08166	6.78983	1.12E-11	8.22E-11	yes
Soga3	Soga3	Soga3	chr10:28863801-28919434	SVZ_IZ	VZ	OK	37.4498	17.701	-1.08113	6.45016	1.12E-10	7.56E-10	yes
Galnt10	Galnt10	Galnt10	chr11:57458943-57601002	SVZ_IZ	VZ	OK	7.80792	3.69208	-1.08051	4.96082	7.02E-07	3.23E-06	yes
Zbtb18	Zbtb18	Zbtb18	chr1:179374791-179380897	SVZ_IZ	VZ	OK	336.737	159.237	-1.08045	6.6128	3.77E-11	2.65E-10	yes
Junb	Junb	Junb	chr8:87500807-87502647	SVZ_IZ	VZ	OK	2.52164	1.19396	-1.07861	2.80776	0.0049887	0.01225	yes
Pcdhb22	Pcdhb22	Pcdhb22	chr18:37089938-38001526	SVZ_IZ	VZ	OK	1.31243	0.622078	-1.07707	2.74193	0.00610799	0.0146923	yes
Clstn3	Clstn3	Clstn3	chr6:124380773-124414802	SVZ_IZ	VZ	OK	8.10505	3.84532	-1.07572	4.78945	1.67E-06	7.35E-06	yes
Fam13a	Fam13a	Fam13a	chr6:58883529-58974496	SVZ_IZ	VZ	OK	1.8502	0.878465	-1.07463	3.31554	0.000914678	0.00262868	yes
Neto1	Neto1	Neto1	chr18:86564343-86671289	SVZ_IZ	VZ	OK	1.10244	0.523619	-1.07411	2.69527	0.00703324	0.0166779	yes
Lingo1	Lingo1	Lingo1	chr9:56466281-56533060	SVZ_IZ	VZ	OK	2.35126	1.11845	-1.07193	3.25452	0.00113586	0.00319838	yes
Gucy1a3	Gucy1a3	Gucy1a3	chr3:81896348-81949799	SVZ_IZ	VZ	OK	6.21548	2.96042	-1.07006	4.642	3.45E-06	1.46E-05	yes
Pcdha7	Pcdha7	Pcdha7	chr18:37089938-38001526	SVZ_IZ	VZ	OK	0.750016	0.357433	-1.06925	2.26447	0.0235451	0.0484876	yes
Pcdhb9	Pcdhb9	Pcdhb9	chr18:37089938-38001526	SVZ_IZ	VZ	OK	0.733988	0.349933	-1.06868	2.26909	0.0232629	0.0479889	yes
2610100L16Rik	2610100L16Rik	2610100L16Rik	chr3:17689920-17700071	SVZ_IZ	VZ	OK	12.6246	6.01921	-1.0686	3.92416	8.70E-05	0.000299872	yes
Usp35	Usp35	Usp35	chr7:104457889-104474474	SVZ_IZ	VZ	OK	6.03726	2.88135	-1.06715	4.41104	1.03E-05	4.08E-05	yes
Dlx6as1	Dlx6as1	Dlx6as1	chr6:6770545-6819533	SVZ_IZ	VZ	OK	6.79777	3.24647	-1.06619	4.56241	5.06E-06	2.09E-05	yes
Neurod1	Neurod1	Neurod1	chr2:79292797-79296793	SVZ_IZ	VZ	OK	77.9434	37.2983	-1.06332	6.47818	9.28E-11	6.33E-10	yes
Nrxn1	Nrxn1	Nrxn1	chr17:90432983-91492142	SVZ_IZ	VZ	OK	4.88019	2.33669	-1.06247	5.33221	9.70E-08	4.94E-07	yes
Nap1l3	Nap1l3	Nap1l3	chrX:119508169-119510994	SVZ_IZ	VZ	OK	2.81577	1.34826	-1.06243	3.26745	0.00108519	0.00306683	yes
Cnih2	Cnih2	Cnih2	chr19:5088537-5098418	SVZ_IZ	VZ	OK	109.941	52.662	-1.0619	6.16241	7.16E-10	4.52E-09	yes
Stra6	Stra6	Stra6	chr9:57976894-58001804	SVZ_IZ	VZ	OK	1.19248	0.571339	-1.06154	2.88183	0.00395373	0.0099318	yes
Tmem145	Tmem145	Tmem145	chr7:26091126-26101214	SVZ_IZ	VZ	OK	4.81109	2.30768	-1.05992	3.53653	0.000405415	0.00124385	yes
Nr1d1	Nr1d1	Nr1d1	chr11:98629248-98636556	SVZ_IZ	VZ	OK	21.6806	10.4127	-1.05806	5.33022	9.81E-08	4.99E-07	yes
Fam20c	Fam20c	Fam20c	chr5:139231034-139286017	SVZ_IZ	VZ	OK	25.9898	12.489	-1.05729	5.68883	1.28E-08	7.14E-08	yes
Ppp2r2b	Ppp2r2b	Ppp2r2b	chr18:42804874-43219125	SVZ_IZ	VZ	OK	226.996	109.116	-1.0568	13.2911	0	0	yes
Lpin1	Lpin1	Lpin1	chr12:16542474-16596576	SVZ_IZ	VZ	OK	6.93416	3.3333	-1.05677	4.95752	7.14E-07	3.28E-06	yes
Cdh8	Cdh8	Cdh8	chr8:101552668-101940357	SVZ_IZ	VZ	OK	25.0851	12.0597	-1.05664	13.4018	0	0	yes
Wipf3	Wipf3	Wipf3	chr6:54402876-54453762	SVZ_IZ	VZ	OK	1.77298	0.853683	-1.0544	3.2036	0.00135722	0.00376036	yes
0610010F05Rik	0610010F05Rik	0610010F05Rik	chr11:23473775-23533631	SVZ_IZ	VZ	OK	33.6527	16.2086	-1.05396	6.22625	4.78E-10	3.07E-09	yes
Jup	Jup	Jup	chr11:100230169-100259104	SVZ_IZ	VZ	OK	5.90533	2.8454	-1.05339	4.60572	4.11E-06	1.72E-05	yes
Cecr6	Cecr6	Cecr6	chr6:120438956-120443825	SVZ_IZ	VZ	OK	5.43959	2.62122	-1.05326	4.47793	7.54E-06	3.05E-05	yes
Foxred2	Foxred2	Foxred2	chr15:77770951-77787152	SVZ_IZ	VZ	OK	11.4101	5.51662	-1.04845	5.66265	1.49E-08	8.27E-08	yes
Sec24d	Sec24d	Sec24d	chr3:122970413-123068554	SVZ_IZ	VZ	OK	3.40394	1.6471	-1.04728	3.69312	0.000221521	0.000714112	yes
Brsk1	Brsk1	Brsk1	chr7:4642529-4676853	SVZ_IZ	VZ	OK	91.7856	44.4391	-1.04644	6.97265	3.11E-12	2.38E-11	yes
Camk4	Camk4	Camk4	chr18:33098694-33355421	SVZ_IZ	VZ	OK	1.12265	0.543557	-1.04641	3.78979	0.000150778	0.000500045	yes
Mef2c	Mef2c	Mef2c	chr13:83643032-83806684	SVZ_IZ	VZ	OK	6.9293	3.35705	-1.04552	6.27823	3.42E-10	2.23E-09	yes
Ttc39b	Ttc39b	Ttc39b	chr4:82866204-82970093	SVZ_IZ	VZ	OK	5.23984	2.53881	-1.04537	5.09943	3.41E-07	1.63E-06	yes
Esrrg	Esrrg	Esrrg	chr1:189432884-190038763	SVZ_IZ	VZ	OK	0.834581	0.404581	-1.04462	2.72222	0.00648446	0.0155001	yes
Gad2	Gad2	Gad2	chr2:22477846-22549397	SVZ_IZ	VZ	OK	4.40563	2.13626	-1.04426	4.37688	1.20E-05	4.74E-05	yes
Slc8a3	Slc8a3	Slc8a3	chr12:82298901-82434167	SVZ_IZ	VZ	OK	0.544375	0.26434	-1.04221	2.36867	0.017852	0.0380698	yes
Fndc5	Fndc5	Fndc5	chr4:128814303-128821837	SVZ_IZ	VZ	OK	1.55639	0.757046	-1.03975	2.67381	0.00749959	0.0176719	yes
Capn6	Capn6	Capn6	chrX:140236779-140261955	SVZ_IZ	VZ	OK	0.709208	0.345123	-1.0391	2.30704	0.0210526	0.0440157	yes
Pcdh9	Pcdh9	Pcdh9	chr14:93412918-94289888	SVZ_IZ	VZ	OK	3.87218	1.88464	-1.03886	13.7533	0	0	yes
