test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
Trip4	Trip4	Trip4	chr9:65676732-65756601	CP	VZ	OK	3.99189	9.10841	1.19013	-17.138	0	0	yes
Hnrnpm	Hnrnpm	Hnrnpm	chr17:33783177-33822403	CP	VZ	OK	115.256	263.023	1.19035	-16.5495	0	0	yes
Filip1	Filip1	Filip1	chr9:79663368-79825689	SVZ_IZ	VZ	OK	0.404597	0.923389	1.19045	-2.92453	0.00344977	0.00877087	yes
Accs	Accs	Accs	chr2:93675609-93689933	CP	VZ	OK	2.4475	5.5864	1.19061	-4.81013	1.51E-06	6.66E-06	yes
Ran	Ran	Ran	chr5:129526030-129530196	CP	VZ	OK	190.756	435.433	1.19072	-7.94788	2.00E-15	1.89E-14	yes
Fzd5	Fzd5	Fzd5	chr1:64777131-64784324	SVZ_IZ	VZ	OK	0.124797	0.284882	1.19079	-2.58101	0.00985114	0.0225064	yes
Aldh9a1	Aldh9a1	Aldh9a1	chr1:169280121-169298661	CP	VZ	OK	5.81266	13.2752	1.19147	-6.93482	4.07E-12	3.08E-11	yes
Apitd1	Apitd1	Apitd1	chr4:148502457-148511709	CP	VZ	OK	15.4296	35.2403	1.19153	-6.40466	1.51E-10	1.01E-09	yes
Sdc2	Sdc2	Sdc2	chr15:32850477-32964476	SVZ_IZ	VZ	OK	2.94448	6.7253	1.19159	-4.6192	3.85E-06	1.61E-05	yes
Pnp	Pnp	Pnp	chr14:51563977-51573087	SVZ_IZ	VZ	OK	4.62042	10.5534	1.19161	-5.09204	3.54E-07	1.69E-06	yes
Tmtc4	Tmtc4	Tmtc4	chr14:123318196-123382483	SVZ_IZ	VZ	OK	4.96677	11.3481	1.19207	-5.29124	1.21E-07	6.12E-07	yes
Pea15a	Pea15a	Pea15a	chr1:174126859-174136912	SVZ_IZ	VZ	OK	175.367	400.695	1.19213	-6.76084	1.37E-11	9.99E-11	yes
Cdc25a	Cdc25a	Cdc25a	chr9:109778082-109796394	CP	VZ	OK	8.74902	19.9939	1.19236	-7.96209	1.78E-15	1.68E-14	yes
Pde3b	Pde3b	Pde3b	chr7:121558767-121681451	CP	VZ	OK	3.73023	8.52476	1.1924	-7.28279	3.27E-13	2.66E-12	yes
Tbl1x	Tbl1x	Tbl1x	chrX:74756565-74905604	CP	VZ	OK	11.0153	25.1775	1.19263	-7.55142	4.31E-14	3.73E-13	yes
Cetn4	Cetn4	Cetn4	chr3:37207548-37211368	SVZ_IZ	VZ	OK	1.01762	2.32635	1.19287	-2.40345	0.0162411	0.0349992	yes
Clu	Clu	Clu	chr14:66587319-66600382	SVZ_IZ	VZ	OK	14.7103	33.6286	1.19287	-5.65964	1.52E-08	8.41E-08	yes
Sdc4	Sdc4	Sdc4	chr2:164249746-164268688	SVZ_IZ	VZ	OK	1.52597	3.48902	1.1931	-3.56438	0.000364715	0.00112855	yes
Fgfr3	Fgfr3	Fgfr3	chr5:34064372-34079717	SVZ_IZ	VZ	OK	16.0892	36.7914	1.19328	-12.0584	0	0	yes
Lama5	Lama5	Lama5	chr2:179911077-179960564	SVZ_IZ	VZ	OK	1.09762	2.51042	1.19355	-4.9975	5.81E-07	2.70E-06	yes
Tesk2	Tesk2	Tesk2	chr4:116393559-116480164	CP	VZ	OK	2.02743	4.63721	1.19361	-5.14986	2.61E-07	1.27E-06	yes
Jun	Jun	Jun	chr4:94715726-94718913	SVZ_IZ	VZ	OK	29.3978	67.248	1.19378	-6.90581	4.99E-12	3.75E-11	yes
Nhlrc2	Nhlrc2	Nhlrc2	chr19:56622750-56673336	CP	VZ	OK	2.25975	5.16984	1.19396	-5.88853	3.90E-09	2.29E-08	yes
Gm6498	Gm6498	Gm6498	chr14:48740543-48880558	CP	VZ	OK	5.40591	12.3805	1.19546	-5.71892	1.07E-08	6.03E-08	yes
1190002F15Rik	1190002F15Rik	1190002F15Rik	chr6:134879109-134901736	SVZ_IZ	VZ	OK	68.0533	155.896	1.19585	-5.96322	2.47E-09	1.48E-08	yes
Fam96a	Fam96a	Fam96a	chr9:65974417-65986775	CP	VZ	OK	30.7634	70.4763	1.19592	-8.0839	6.66E-16	6.44E-15	yes
Gabra4	Gabra4	Gabra4	chr5:71960972-72049547	SVZ_IZ	VZ	OK	2.66499	6.10562	1.19601	-4.72793	2.27E-06	9.81E-06	yes
Col11a1	Col11a1	Col11a1	chr3:113733457-113923244	CP	VZ	OK	1.71902	3.93924	1.19633	-6.45142	1.11E-10	7.51E-10	yes
Pgbd1	Pgbd1	Pgbd1	chr13:21513143-21532922	CP	VZ	OK	0.806371	1.84815	1.19656	-4.4547	8.40E-06	3.37E-05	yes
Anp32e	Anp32e	Anp32e	chr3:95733179-95751310	CP	VZ	OK	70.8581	162.419	1.19671	-10.3632	0	0	yes
Pcca	Pcca	Pcca	chr14:122933549-123289166	CP	VZ	OK	4.86766	11.1635	1.19749	-6.48787	8.71E-11	5.95E-10	yes
Samd4	Samd4	Samd4	chr14:47502639-47725492	CP	VZ	OK	2.65999	6.10235	1.19795	-10.2183	0	0	yes
Slc24a6	Slc24a6	Slc24a6	chr5:120961200-120984033	CP	VZ	OK	0.59552	1.36621	1.19795	-4.76514	1.89E-06	8.24E-06	yes
Hs2st1	Hs2st1	Hs2st1	chr3:144094070-144233180	CP	VZ	OK	14.4272	33.1021	1.19814	-8.74716	0	0	yes
Cbfa2t2	Cbfa2t2	Cbfa2t2	chr2:154262219-154365092	CP	VZ	OK	14.1275	32.4386	1.19921	-15.1974	0	0	yes
Gm5617	Gm5617	Gm5617	chr9:48303447-48304080	CP	VZ	OK	5.7643	13.236	1.19925	-4.00505	6.20E-05	0.00021909	yes
Rhoc	Rhoc	Rhoc	chr3:104591951-104597377	SVZ_IZ	VZ	OK	21.1233	48.5083	1.1994	-5.54631	2.92E-08	1.57E-07	yes
Sox2	Sox2	Sox2	chr3:34459302-34576915	SVZ_IZ	VZ	OK	63.0147	144.72	1.19951	-7.19703	6.15E-13	4.92E-12	yes
Xcr1	Xcr1	Xcr1	chr9:123761435-123771246	CP	VZ	OK	0.167261	0.384164	1.19962	-2.51206	0.0120027	0.0268231	yes
Polr3h	Polr3h	Polr3h	chr15:81702892-81756643	CP	VZ	OK	11.641	26.7601	1.20087	-7.87663	3.33E-15	3.11E-14	yes
Acss1	Acss1	Acss1	chr2:150443846-150494668	SVZ_IZ	VZ	OK	13.4361	30.8909	1.20107	-6.51861	7.10E-11	4.88E-10	yes
Gyg	Gyg	Gyg	chr3:20021969-20054995	SVZ_IZ	VZ	OK	9.14864	21.0354	1.20119	-5.2159	1.83E-07	9.04E-07	yes
Pld1	Pld1	Pld1	chr3:27837601-28032284	SVZ_IZ	VZ	OK	0.704549	1.62026	1.20145	-3.57121	0.00035533	0.0011013	yes
Mttp	Mttp	Mttp	chr3:137752818-137806352	CP	VZ	OK	0.671967	1.54637	1.20242	-4.82541	1.40E-06	6.20E-06	yes
Atl3	Atl3	Atl3	chr19:7568529-7613099	CP	VZ	OK	3.66959	8.44583	1.20262	-8.53879	0	0	yes
Fkbp14	Fkbp14	Fkbp14	chr6:54527598-54543122	SVZ_IZ	VZ	OK	3.32105	7.64387	1.20267	-4.58162	4.61E-06	1.92E-05	yes
Wipi1	Wipi1	Wipi1	chr11:109434834-109472703	SVZ_IZ	VZ	OK	3.49449	8.04377	1.20279	-4.14886	3.34E-05	0.000123116	yes
1110006O24Rik	1110006O24Rik	1110006O24Rik	chr5:116081057-116081825	SVZ_IZ	VZ	OK	1.40699	3.23918	1.20302	-2.34576	0.0189885	0.0401768	yes
Nfe2l2	Nfe2l2	Nfe2l2	chr2:75513575-75542698	SVZ_IZ	VZ	OK	5.95517	13.7112	1.20314	-5.14382	2.69E-07	1.30E-06	yes
Hdac4	Hdac4	Hdac4	chr1:93829331-94044970	CP	VZ	OK	1.54426	3.55559	1.20317	-5.2928	1.20E-07	6.07E-07	yes
Fabp7	Fabp7	Fabp7	chr10:57504728-57508256	SVZ_IZ	VZ	OK	1151.94	2652.72	1.20341	-6.4451	1.16E-10	7.80E-10	yes
Mgme1	Mgme1	Mgme1	chr2:144096770-144106965	CP	VZ	OK	2.60896	6.01018	1.20393	-5.4958	3.89E-08	2.07E-07	yes
H2-Ke6	H2-Ke6	H2-Ke6	chr17:34162977-34165000	CP	VZ	OK	22.1845	51.1109	1.20408	-7.17196	7.39E-13	5.88E-12	yes
Tob2	Tob2	Tob2	chr15:81678699-81688756	CP	VZ	OK	6.38889	14.7208	1.20422	-7.71399	1.22E-14	1.10E-13	yes
Gsr	Gsr	Gsr	chr8:34763709-34808634	CP	VZ	OK	10.0422	23.1394	1.20427	-7.76372	8.22E-15	7.47E-14	yes
Tpm4	Tpm4	Tpm4	chr8:74659190-74677028	CP	VZ	OK	64.4739	148.59	1.20455	-8.91064	0	0	yes
Traf3	Traf3	Traf3	chr12:112404758-112505359	CP	VZ	OK	4.83162	11.1444	1.20574	-8.94712	0	0	yes
Hspg2	Hspg2	Hspg2	chr4:137024717-137126545	CP	VZ	OK	1.68457	3.88566	1.20578	-7.58445	3.33E-14	2.91E-13	yes
Hspb6	Hspb6	Hspb6	chr7:31338320-31340458	SVZ_IZ	VZ	OK	4.37717	10.1021	1.20658	-4.04911	5.14E-05	0.000183726	yes
Smpd2	Smpd2	Smpd2	chr10:41206977-41210146	SVZ_IZ	VZ	OK	8.63867	19.9402	1.2068	-5.05996	4.19E-07	1.98E-06	yes
Gm17296	Gm17296	Gm17296	chr8:128950551-128998965	CP	VZ	OK	0.602066	1.38999	1.20708	-4.21199	2.53E-05	9.50E-05	yes
Fhl3	Fhl3	Fhl3	chr4:124377942-124385855	SVZ_IZ	VZ	OK	2.12643	4.90974	1.20721	-3.59177	0.00032844	0.00102485	yes
Pkm	Pkm	Pkm	chr9:59504174-59527182	CP	VZ	OK	321.639	742.705	1.20735	-8.84024	0	0	yes
Fst	Fst	Fst	chr13:115242469-115248938	SVZ_IZ	VZ	OK	1.444	3.33438	1.20735	-3.58525	0.000336756	0.00104799	yes
Casp2	Casp2	Casp2	chr6:42215037-42232495	CP	VZ	OK	11.8014	27.2618	1.20792	-8.42236	0	0	yes
Spdya	Spdya	Spdya	chr17:71901400-71948101	SVZ_IZ	VZ	OK	0.620581	1.43359	1.20794	-2.44301	0.0145654	0.031808	yes
Tcn2	Tcn2	Tcn2	chr11:3817080-3832081	SVZ_IZ	VZ	OK	2.51576	5.81521	1.20884	-7.79129	6.66E-15	6.09E-14	yes
Rtkn	Rtkn	Rtkn	chr6:83085801-83102573	SVZ_IZ	VZ	OK	1.9707	4.55786	1.20965	-7.87234	3.55E-15	3.30E-14	yes
Ifngr1	Ifngr1	Ifngr1	chr10:19311763-19330031	CP	VZ	OK	2.47649	5.72955	1.21013	-4.99683	5.83E-07	2.71E-06	yes
Rragd	Rragd	Rragd	chr4:33069972-33109155	CP	VZ	OK	6.88896	15.9392	1.21022	-8.16356	2.22E-16	2.19E-15	yes
Tpbg	Tpbg	Tpbg	chr9:85735986-85740662	SVZ_IZ	VZ	OK	3.88163	8.98168	1.21032	-5.36312	8.18E-08	4.20E-07	yes
2310061J03Rik	2310061J03Rik	2310061J03Rik	chr16:55973380-56009025	CP	VZ	OK	1.48327	3.43526	1.21164	-3.38566	0.000710081	0.00208511	yes
Ndrg2	Ndrg2	Ndrg2	chr14:52524945-52533163	SVZ_IZ	VZ	OK	69.881	161.901	1.21214	-8.05161	8.88E-16	8.53E-15	yes
Trappc6a	Trappc6a	Trappc6a	chr7:20094077-20101494	CP	VZ	OK	9.92068	22.9965	1.2129	-5.31831	1.05E-07	5.32E-07	yes
Col27a1	Col27a1	Col27a1	chr4:62876445-62996024	CP	VZ	OK	0.295335	0.684614	1.21294	-3.83684	0.000124628	0.00041959	yes
Eepd1	Eepd1	Eepd1	chr9:25289181-25411695	SVZ_IZ	VZ	OK	3.83559	8.89301	1.21322	-4.79909	1.59E-06	7.02E-06	yes
Nr2f1	Nr2f1	Nr2f1	chr13:78328235-78375825	CP	VZ	OK	37.7672	87.5826	1.21351	-8.98965	0	0	yes
Creb5	Creb5	Creb5	chr6:53523367-53645826	SVZ_IZ	VZ	OK	1.80523	4.18786	1.21403	-3.99048	6.59E-05	0.000231945	yes
Hapln3	Hapln3	Hapln3	chr7:86261912-86275904	CP	VZ	OK	0.548784	1.27323	1.21419	-2.50721	0.0121689	0.0271496	yes
Fndc3a	Fndc3a	Fndc3a	chr14:72937759-73109810	CP	VZ	OK	7.23663	16.7938	1.21454	-8.47108	0	0	yes
Pcnt	Pcnt	Pcnt	chr10:75813998-75905657	CP	VZ	OK	2.68622	6.23418	1.21462	-7.8275	4.88E-15	4.50E-14	yes
Ticrr	Ticrr	Ticrr	chr7:86805081-86859072	SVZ_IZ	VZ	OK	2.95927	6.86794	1.21464	-5.74284	9.31E-09	5.27E-08	yes
Galnt1	Galnt1	Galnt1	chr18:24363844-24445317	CP	VZ	OK	12.46	28.9186	1.2147	-9.32574	0	0	yes
Syngr2	Syngr2	Syngr2	chr11:117670980-117675600	SVZ_IZ	VZ	OK	3.63595	8.44211	1.21527	-4.01123	6.04E-05	0.000213741	yes
Adamts19	Adamts19	Adamts19	chr18:58996417-59213332	SVZ_IZ	VZ	OK	0.56663	1.31566	1.21531	-3.25318	0.00114123	0.003212	yes
Flnb	Flnb	Flnb	chr14:8650470-8784101	SVZ_IZ	VZ	OK	6.85499	15.9182	1.21545	-6.79883	1.05E-11	7.74E-11	yes
Pgk1	Pgk1	Pgk1	chrX:103382462-103399038	CP	VZ	OK	127.277	295.577	1.21556	-8.74019	0	0	yes
Efhd2	Efhd2	Efhd2	chr4:141414056-141430835	SVZ_IZ	VZ	OK	25.8838	60.1268	1.21596	-6.79858	1.06E-11	7.75E-11	yes
Tnfaip6	Tnfaip6	Tnfaip6	chr2:51893632-51912201	SVZ_IZ	VZ	OK	1.5129	3.51572	1.2165	-3.2012	0.00136856	0.00378828	yes
Ptn	Ptn	Ptn	chr6:36665662-36761361	CP	VZ	OK	89.0987	207.094	1.21681	-8.84631	0	0	yes
Twf1	Twf1	Twf1	chr15:94408378-94420255	CP	VZ	OK	24.8753	57.8215	1.21689	-8.92937	0	0	yes
Echs1	Echs1	Echs1	chr7:147291621-147302322	CP	VZ	OK	36.717	85.3478	1.21691	-8.6912	0	0	yes
Myl12a	Myl12a	Myl12a	chr17:71343132-71351873	CP	VZ	OK	32.1575	74.7569	1.21705	-8.7395	0	0	yes
Maml1	Maml1	Maml1	chr11:50069136-50105838	CP	VZ	OK	4.68173	10.8847	1.21719	-7.88587	3.11E-15	2.90E-14	yes
Ttc39c	Ttc39c	Ttc39c	chr18:12802041-12895561	CP	VZ	OK	4.46851	10.3894	1.21724	-6.31766	2.66E-10	1.74E-09	yes
Sox1	Sox1	Sox1	chr8:12385770-12436732	SVZ_IZ	VZ	OK	24.6692	57.3708	1.2176	-7.15629	8.29E-13	6.58E-12	yes
Csrp1	Csrp1	Csrp1	chr1:137625773-137648806	SVZ_IZ	VZ	OK	19.0891	44.4074	1.21805	-6.20864	5.34E-10	3.42E-09	yes
Pnkp	Pnkp	Pnkp	chr7:52112550-52118299	CP	VZ	OK	6.33801	14.7459	1.21821	-6.67267	2.51E-11	1.79E-10	yes
Gprc5c	Gprc5c	Gprc5c	chr11:114712845-114733931	SVZ_IZ	VZ	OK	0.619595	1.44184	1.21852	-3.45939	0.000541394	0.00162236	yes
Myo6	Myo6	Myo6	chr9:80012840-80159536	SVZ_IZ	VZ	OK	5.12927	11.941	1.21909	-6.50966	7.53E-11	5.17E-10	yes
Kcnh7	Kcnh7	Kcnh7	chr2:62541002-63022344	CP	VZ	OK	1.10657	2.5762	1.21915	-4.79383	1.64E-06	7.19E-06	yes
Aass	Aass	Aass	chr6:23022172-23082986	SVZ_IZ	VZ	OK	0.216794	0.504793	1.21937	-2.2846	0.0223361	0.0463664	yes
Naglu	Naglu	Naglu	chr11:100931407-100938985	CP	VZ	OK	1.11031	2.5854	1.21942	-4.1005	4.12E-05	0.000149742	yes
Ptx3	Ptx3	Ptx3	chr3:65857479-66100759	SVZ_IZ	VZ	OK	12.4332	28.9592	1.21983	-5.77607	7.65E-09	4.36E-08	yes
Ccdc157	Ccdc157	Ccdc157	chr11:4035162-4060296	CP	VZ	OK	1.72605	4.02299	1.2208	-6.4311	1.27E-10	8.53E-10	yes
Sap30	Sap30	Sap30	chr8:59961498-59966657	CP	VZ	OK	46.1587	107.665	1.22188	-8.7	0	0	yes
Tmem107	Tmem107	Tmem107	chr11:68884310-68886795	CP	VZ	OK	6.70436	15.6425	1.2223	-5.88351	4.02E-09	2.36E-08	yes
Tor1b	Tor1b	Tor1b	chr2:30808520-30814535	CP	VZ	OK	7.4363	17.3529	1.22252	-7.6194	2.55E-14	2.25E-13	yes
Rbl1	Rbl1	Rbl1	chr2:156971629-157030270	SVZ_IZ	VZ	OK	6.78276	15.8281	1.22254	-7.12492	1.04E-12	8.20E-12	yes
Hipk2	Hipk2	Hipk2	chr6:38647838-38826189	CP	VZ	OK	1.62954	3.80395	1.22303	-8.66887	0	0	yes
Selenbp2	Selenbp2	Selenbp2	chr3:94497494-94508328	SVZ_IZ	VZ	OK	0.524744	1.2251	1.22322	-2.36744	0.0179114	0.0381828	yes
Nqo2	Nqo2	Nqo2	chr13:34009786-34094663	SVZ_IZ	VZ	OK	1.46561	3.42178	1.22325	-5.5842	2.35E-08	1.28E-07	yes
Usp2	Usp2	Usp2	chr9:43875103-43903710	CP	VZ	OK	0.554569	1.29494	1.22344	-4.92818	8.30E-07	3.79E-06	yes
Dhx40	Dhx40	Dhx40	chr11:86582350-86621162	CP	VZ	OK	13.5178	31.5738	1.22387	-8.71824	0	0	yes
Prkcdbp	Prkcdbp	Prkcdbp	chr7:112629129-112630711	SVZ_IZ	VZ	OK	11.5878	27.0709	1.22413	-4.81077	1.50E-06	6.64E-06	yes
P2rx4	P2rx4	P2rx4	chr5:123157565-123179051	SVZ_IZ	VZ	OK	0.497921	1.16344	1.22441	-2.47295	0.0134003	0.0295761	yes
Usp2	Usp2	Usp2	chr9:43875103-43903710	SVZ_IZ	VZ	OK	0.554123	1.29494	1.22461	-4.81085	1.50E-06	6.64E-06	yes
Arc	Arc	Arc	chr15:74499510-74503000	SVZ_IZ	VZ	OK	1.25131	2.92451	1.22476	-4.42817	9.50E-06	3.79E-05	yes
Qser1	Qser1	Qser1	chr2:104594953-104656853	CP	VZ	OK	10.8502	25.3652	1.22514	-9.09002	0	0	yes
Ttpa	Ttpa	Ttpa	chr4:19935574-19957932	SVZ_IZ	VZ	OK	0.295845	0.691673	1.22525	-2.36361	0.0180976	0.0385449	yes
Mrps14	Mrps14	Mrps14	chr1:162125390-162131317	CP	VZ	OK	16.7303	39.1175	1.22535	-8.21042	2.22E-16	2.19E-15	yes
Mcam	Mcam	Mcam	chr9:43942740-43950809	CP	VZ	OK	5.21088	12.1896	1.22605	-7.00189	2.53E-12	1.94E-11	yes
Myom1	Myom1	Myom1	chr17:71368896-71476196	CP	VZ	OK	0.174943	0.409236	1.22605	-3.54691	0.000389778	0.00119991	yes
Serpinh1	Serpinh1	Serpinh1	chr7:106493884-106501749	CP	VZ	OK	43.8723	102.655	1.22642	-9.8545	0	0	yes
Rhbdf1	Rhbdf1	Rhbdf1	chr11:32109584-32122293	SVZ_IZ	VZ	OK	3.56183	8.3347	1.22651	-4.91181	9.02E-07	4.10E-06	yes
Chst14	Chst14	Chst14	chr2:118752232-118754319	CP	VZ	OK	1.82906	4.28273	1.22743	-4.59668	4.29E-06	1.79E-05	yes
Fbn1	Fbn1	Fbn1	chr2:125126329-125332174	SVZ_IZ	VZ	OK	0.588704	1.3785	1.22749	-4.27749	1.89E-05	7.23E-05	yes
Rfc2	Rfc2	Rfc2	chr5:135058559-135074198	CP	VZ	OK	37.1579	87.0328	1.22789	-8.7593	0	0	yes
Scml2	Scml2	Scml2	chrX:157600703-157696145	SVZ_IZ	VZ	OK	0.949198	2.22393	1.22833	-4.00112	6.30E-05	0.000222503	yes
Gucy1b2	Gucy1b2	Gucy1b2	chr14:63011506-63075126	SVZ_IZ	VZ	OK	1.9802	4.63975	1.2284	-4.37376	1.22E-05	4.81E-05	yes
Rgl2	Rgl2	Rgl2	chr17:34066838-34074632	CP	VZ	OK	11.7889	27.6288	1.22875	-8.33123	0	0	yes
Vill	Vill	Vill	chr9:118961895-118980643	CP	VZ	OK	0.327941	0.768669	1.22893	-2.92061	0.00349348	0.00887073	yes
1810009A15Rik	1810009A15Rik	1810009A15Rik	chr19:8963392-8965230	CP	VZ	OK	57.8417	135.617	1.22936	-7.9243	2.22E-15	2.09E-14	yes
Gramd3	Gramd3	Gramd3	chr18:56591785-56663446	SVZ_IZ	VZ	OK	1.41665	3.32202	1.22957	-3.7332	0.00018906	0.000616719	yes
Rps6ka6	Rps6ka6	Rps6ka6	chrX:108501800-108651554	CP	VZ	OK	10.5002	24.6239	1.22964	-8.65186	0	0	yes
Snhg8	Snhg8	Snhg8	chr3:123210469-123211254	CP	VZ	OK	14.2704	33.4666	1.2297	-6.07634	1.23E-09	7.58E-09	yes
Ahcy	Ahcy	Ahcy	chr2:154885047-154900233	CP	VZ	OK	32.8713	77.1534	1.2309	-9.06354	0	0	yes
Kcne1l	Kcne1l	Kcne1l	chrX:138739295-138740741	SVZ_IZ	VZ	OK	9.74115	22.8638	1.2309	-5.14369	2.69E-07	1.31E-06	yes
Hddc2	Hddc2	Hddc2	chr10:31033210-31047892	CP	VZ	OK	18.8777	44.3151	1.23111	-6.36794	1.92E-10	1.27E-09	yes
Ddx26b	Ddx26b	Ddx26b	chrX:53708015-53761020	CP	VZ	OK	3.3529	7.87351	1.2316	-6.77626	1.23E-11	9.00E-11	yes
Plekhh2	Plekhh2	Plekhh2	chr17:84911234-85021482	CP	VZ	OK	0.120833	0.283766	1.23168	-2.73465	0.00624474	0.014986	yes
Slco1c1	Slco1c1	Slco1c1	chr6:141472906-141518698	CP	VZ	OK	2.33472	5.4829	1.23169	-6.17985	6.42E-10	4.06E-09	yes
Pcgf5	Pcgf5	Pcgf5	chr19:36453556-36530694	SVZ_IZ	VZ	OK	5.29664	12.4416	1.23202	-4.48933	7.14E-06	2.90E-05	yes
Apbb1ip	Apbb1ip	Apbb1ip	chr2:22629846-22731173	CP	VZ	OK	0.274335	0.644561	1.23238	-2.48156	0.0130807	0.0289439	yes
Ndst2	Ndst2	Ndst2	chr14:21542951-21553784	CP	VZ	OK	3.01267	7.07837	1.23238	-6.62818	3.40E-11	2.40E-10	yes
Smim3	Smim3	Smim3	chr18:60633844-60661637	CP	VZ	OK	0.992537	2.33234	1.23258	-3.66204	0.00025022	0.000799624	yes
Suv39h2	Suv39h2	Suv39h2	chr2:3341402-3392258	CP	VZ	OK	4.79707	11.2795	1.23348	-16.6405	0	0	yes
Mrfap1	Mrfap1	Mrfap1	chr5:37186105-37187993	CP	VZ	OK	146.742	345.05	1.23352	-8.8939	0	0	yes
Aif1l	Aif1l	Aif1l	chr2:31805822-31828962	SVZ_IZ	VZ	OK	24.3984	57.3725	1.23358	-7.03858	1.94E-12	1.51E-11	yes
Tceanc	Tceanc	Tceanc	chrX:162937746-162948410	CP	VZ	OK	1.42025	3.34062	1.23397	-5.37608	7.61E-08	3.92E-07	yes
Bcan	Bcan	Bcan	chr3:87791452-87804278	SVZ_IZ	VZ	OK	15.4974	36.4581	1.23421	-7.74432	9.55E-15	8.63E-14	yes
Pigq	Pigq	Pigq	chr17:26063368-26078907	CP	VZ	OK	9.14865	21.5278	1.23457	-8.05246	8.88E-16	8.53E-15	yes
Actr3b	Actr3b	Actr3b	chr5:25265843-25356159	SVZ_IZ	VZ	OK	14.1675	33.3434	1.23482	-5.9066	3.49E-09	2.06E-08	yes
Dnajc15	Dnajc15	Dnajc15	chr14:78226023-78274724	CP	VZ	OK	28.1484	66.2715	1.23534	-6.86353	6.72E-12	4.99E-11	yes
Neurod1	Neurod1	Neurod1	chr2:79292797-79296793	CP	VZ	OK	15.8402	37.2983	1.23551	-8.48315	0	0	yes
Zfp768	Zfp768	Zfp768	chr7:134486308-134488828	CP	VZ	OK	8.82329	20.7794	1.23577	-7.50487	6.15E-14	5.25E-13	yes
Exosc8	Exosc8	Exosc8	chr3:54532600-54539286	CP	VZ	OK	20.979	49.4106	1.23587	-7.93986	2.00E-15	1.89E-14	yes
Spred1	Spred1	Spred1	chr2:116947185-117005072	CP	VZ	OK	12.4611	29.3556	1.2362	-8.40407	0	0	yes
Asf1a	Asf1a	Asf1a	chr10:53257129-53350245	CP	VZ	OK	16.9286	39.9077	1.23721	-8.45839	0	0	yes
Prickle3	Prickle3	Prickle3	chrX:7235658-7248404	CP	VZ	OK	2.00389	4.72465	1.23741	-5.01925	5.19E-07	2.43E-06	yes
Yes1	Yes1	Yes1	chr5:32913543-32989439	CP	VZ	OK	5.6186	13.2518	1.2379	-8.61378	0	0	yes
Plod1	Plod1	Plod1	chr4:147283861-147310885	CP	VZ	OK	3.17561	7.49015	1.23796	-6.37077	1.88E-10	1.25E-09	yes
Pla2g16	Pla2g16	Pla2g16	chr19:7631948-7663035	SVZ_IZ	VZ	OK	1.3207	3.1174	1.23905	-4.03855	5.38E-05	0.000191684	yes
Bbs12	Bbs12	Bbs12	chr3:37211475-37220373	CP	VZ	OK	2.58192	6.09461	1.23909	-9.2731	0	0	yes
Kbtbd11	Kbtbd11	Kbtbd11	chr8:15011024-15033332	SVZ_IZ	VZ	OK	7.14299	16.8657	1.23949	-6.75843	1.39E-11	1.02E-10	yes
Cnksr3	Cnksr3	Cnksr3	chr10:3134303-3227479	SVZ_IZ	VZ	OK	1.46149	3.45133	1.23971	-4.10106	4.11E-05	0.000149407	yes
Scaf11	Scaf11	Scaf11	chr15:96242128-96291274	CP	VZ	OK	9.57961	22.6276	1.24004	-9.03739	0	0	yes
Rpa3	Rpa3	Rpa3	chr6:8205935-8209141	CP	VZ	OK	47.7605	112.841	1.2404	-7.77541	7.55E-15	6.88E-14	yes
Efcab11	Efcab11	Efcab11	chr12:100955740-101121652	SVZ_IZ	VZ	OK	3.68752	8.71236	1.24041	-4.56261	5.05E-06	2.09E-05	yes
Loxl1	Loxl1	Loxl1	chr9:58135529-58161019	SVZ_IZ	VZ	OK	12.1462	28.7076	1.24093	-6.56408	5.24E-11	3.64E-10	yes
Zfp820	Zfp820	Zfp820	chr17:21953842-21982726	CP	VZ	OK	1.21191	2.86499	1.24125	-4.97998	6.36E-07	2.94E-06	yes
Cdca4	Cdca4	Cdca4	chr12:114058445-114067600	CP	VZ	OK	17.6001	41.6105	1.24137	-8.6785	0	0	yes
Pole3	Pole3	Pole3	chr4:62184834-62186048	CP	VZ	OK	51.0942	120.818	1.24161	-7.73818	9.99E-15	9.02E-14	yes
1700003M07Rik	1700003M07Rik	1700003M07Rik	chr4:129637617-129642382	SVZ_IZ	VZ	OK	0.736164	1.74203	1.24267	-3.63056	0.000282812	0.000895052	yes
Ino80b	Ino80b	Ino80b	chr6:83071821-83075023	CP	VZ	OK	18.9711	44.8988	1.24287	-7.33414	2.23E-13	1.83E-12	yes
Rilpl1	Rilpl1	Rilpl1	chr5:124943088-124981400	CP	VZ	OK	5.69241	13.4731	1.24297	-6.77131	1.28E-11	9.31E-11	yes
Rbpms2	Rbpms2	Rbpms2	chr9:65478388-65508325	CP	VZ	OK	0.762516	1.8051	1.24324	-3.31973	0.00090103	0.00259265	yes
Nsun4	Nsun4	Nsun4	chr4:115704374-115726481	CP	VZ	OK	2.1498	5.09043	1.24359	-5.8975	3.69E-09	2.17E-08	yes
